seed,window_index,start_step,end_step,J_corr_P0,D_corr_P0,C_corr_P0,G_C_corr_P0,G_J_corr_P0,J_corr_P1,D_corr_P1,C_corr_P1,G_C_corr_P1,G_J_corr_P1,J_corr_P2,D_corr_P2,C_corr_P2,G_C_corr_P2,G_J_corr_P2,J_corr_P3,D_corr_P3,C_corr_P3,G_C_corr_P3,G_J_corr_P3,J_iid_P0,D_iid_P0,C_iid_P0,G_C_iid_P0,G_J_iid_P0,J_iid_P1,D_iid_P1,C_iid_P1,G_C_iid_P1,G_J_iid_P1,J_iid_P2,D_iid_P2,C_iid_P2,G_C_iid_P2,G_J_iid_P2,J_iid_P3,D_iid_P3,C_iid_P3,G_C_iid_P3,G_J_iid_P3,A_energy,B_energy,I_energy,AB_dot,AI_dot,BI_dot,reconstruction_error
0,0,1,16,0.05872131511569023,0.048719312995672226,1.2052985429763794,0.8245307834738819,0.9204708597981718,444192161792.0,406074720256.0,1.0938681364059448,0.7651318947864064,0.846257796630346,288.9870300292969,239.91152954101562,1.2045565843582153,0.815465291658823,0.9092895667637231,1775.2042236328125,1650.0123291015625,1.0758732557296753,0.5487876968955765,0.5999496638498083,0.7383622527122498,0.10749191790819168,6.869002819061279,0.8245307834738819,0.9204708597981718,2889201221632.0,620350078976.0,4.657371997833252,0.7651318947864064,0.846257796630346,3185.819091796875,488.05859375,6.527534008026123,0.815465291658823,0.9092895667637231,4437.4521484375,1861.0306396484375,2.3844058513641357,0.5487876968955765,0.5999496638498083,1.626591624953856e+16,89172992.0,1.6265832497676288e+16,-77954360.0,-1.6265875447349248e+16,22996258.0,0.0014841315569356084
0,1,17,32,0.006844803690910339,0.00557090574875474,1.2286698818206787,0.8742370761120447,0.9800357537711527,23847288832.0,19697557504.0,1.210672378540039,0.8759984125227458,0.9800868132815888,27.23946189880371,22.169694900512695,1.2286800146102905,0.8742172776972494,0.9800321038924328,29.991668701171875,23.634014129638672,1.269004464149475,0.8698668510528516,0.9779396295942129,0.3428530991077423,0.03509340435266495,9.769730567932129,0.8742370761120447,0.9800357537711527,1197562658816.0,122658848768.0,9.763361930847168,0.8759984125227458,0.9800868132815888,1364.162841796875,139.65240478515625,9.76827335357666,0.8742172776972494,0.9800321038924328,1359.5269775390625,139.41600036621094,9.751585006713867,0.8698668510528516,0.9779396295942129,788527138734080.0,21122136.0,788522910875648.0,-1680508.375,-788525058359296.0,1680669.25,0.00036294455640017986
0,2,33,48,0.005910663865506649,0.004787363111972809,1.2346386909484863,0.8744252508148554,0.9802559297227702,19859335168.0,16976076800.0,1.1698423624038696,0.881111508859246,0.981413414590538,23.373083114624023,18.931180953979492,1.2346341609954834,0.8744237626532143,0.9802556844400842,24.71967124938965,19.64582633972168,1.2582658529281616,0.8719389137726387,0.9790803417669932,0.29936400055885315,0.030448228120803833,9.831902503967285,0.8744252508148554,0.9802559297227702,1068476792832.0,108586926080.0,9.839828491210938,0.881111508859246,0.981413414590538,1183.7879638671875,120.40461730957031,9.83174991607666,0.8744237626532143,0.9802556844400842,1181.64794921875,120.26323699951172,9.825512886047363,0.8719389137726387,0.9790803417669932,679557241765888.0,17380998.0,679553550778368.0,-1850357.75,-679555362717696.0,1850475.375,0.0003744410059880465
0,3,49,64,0.00576078100129962,0.004665683023631573,1.2347133159637451,0.8744849868061422,0.9802788295367222,19597252608.0,16692900864.0,1.1739872694015503,0.8802602071833281,0.981039056736799,22.722925186157227,18.4034366607666,1.234710931777954,0.8744847302749611,0.9802787890129584,23.636356353759766,18.89259910583496,1.2510907649993896,0.8727814815378709,0.9794583513417117,0.29211151599884033,0.029694654047489166,9.837176322937012,0.8744849868061422,0.9802788295367222,1033558949888.0,105416933376.0,9.804487228393555,0.8802602071833281,0.981039056736799,1152.2073974609375,117.12832641601562,9.837137222290039,0.8744847302749611,0.9802787890129584,1150.6552734375,117.00563049316406,9.834187507629395,0.8727814815378709,0.9794583513417117,668213897592832.0,12337698.0,668210072387584.0,-189779.21875,-668211884326912.0,190221.5625,0.0004548607103060931
0,4,65,80,0.005730791017413139,0.004642871208488941,1.2343205213546753,0.8745463948922887,0.9802985483950453,20910055424.0,16751694848.0,1.2482352256774902,0.872372416002877,0.9799873395958882,22.573410034179688,18.28814125061035,1.2343195676803589,0.8745463215796325,0.9802985416746349,23.276124954223633,18.662628173828125,1.247205138206482,0.8732129403930198,0.979661801331127,0.2908816635608673,0.029564568772912025,9.838860511779785,0.8745463948922887,0.9802985483950453,1044841365504.0,106831290368.0,9.780293464660645,0.872372416002877,0.9799873395958882,1145.7735595703125,116.45404052734375,9.838847160339355,0.8745463215796325,0.9802985416746349,1144.45361328125,116.3416519165039,9.837006568908691,0.8732129403930198,0.979661801331127,670568344977408.0,8477652.0,670564452663296.0,-204723.984375,-670566398820352.0,204276.828125,0.0005137290572747588
0,5,81,96,0.005721822381019592,0.0046385833993554115,1.2335278987884521,0.8745930289716833,0.9803011618561832,20172859392.0,16812994560.0,1.1998374462127686,0.8786180037182935,0.9808175083371342,22.51835060119629,18.255252838134766,1.2335271835327148,0.8745929314635619,0.9803011506165343,23.08302116394043,18.560041427612305,1.243694543838501,0.8735484611960295,0.9797866243090994,0.29046496748924255,0.029530204832553864,9.836198806762695,0.8745930289716833,0.9803011618561832,1051628732416.0,106388406272.0,9.884805679321289,0.8786180037182935,0.9808175083371342,1143.1302490234375,116.21683502197266,9.836185455322266,0.8745929314635619,0.9803011506165343,1141.9676513671875,116.10855865478516,9.835345268249512,0.8735484611960295,0.9797866243090994,673023522766848.0,7067845.0,673019563343872.0,-493860.71875,-673021509500928.0,494027.25,0.0005536710959859192
0,6,97,112,0.005725351627916098,0.004638166166841984,1.2343997955322266,0.8744613483037527,0.9802671799433297,21294163968.0,16988293120.0,1.2534611225128174,0.8700668938145341,0.9791532019304466,22.51860809326172,18.242563247680664,1.2343993186950684,0.8744613724464777,0.9802671850629474,22.99549102783203,18.498144149780273,1.24312424659729,0.8735658419978283,0.9798297822916214,0.29014360904693604,0.029507651925086975,9.832826614379883,0.8744613483037527,0.9802671799433297,1021459693568.0,105883959296.0,9.64697265625,0.8700668938145341,0.9791532019304466,1141.1756591796875,116.0577621459961,9.83282470703125,0.8744613724464777,0.9802671850629474,1140.071533203125,115.95299530029297,9.832186698913574,0.8735658419978283,0.9798297822916214,680039486062592.0,5545574.0,680035325313024.0,835469.0,-680037405687808.0,-835417.4375,0.0006277263746596873
0,7,113,128,0.005727717187255621,0.004638160113245249,1.234911561012268,0.8743951580635164,0.9802562890926207,21484244992.0,16890730496.0,1.2719547748565674,0.8702368461864317,0.9796695766912263,22.517948150634766,18.234455108642578,1.2349120378494263,0.874395036461742,0.9802562700489529,22.932662963867188,18.45323371887207,1.2427449226379395,0.8735947358644214,0.9798716626052357,0.29010337591171265,0.029506882652640343,9.831719398498535,0.8743951580635164,0.9802562890926207,1056753451008.0,107808595968.0,9.802125930786133,0.8702368461864317,0.9796695766912263,1140.5113525390625,116.00330352783203,9.831713676452637,0.874395036461742,0.9802562700489529,1139.322265625,115.88567352294922,9.831433296203613,0.8735947358644214,0.9798716626052357,676131871129600.0,5133888.0,676127643271168.0,1958996.25,-676129723645952.0,-1958683.5,0.0006415987154468894
0,8,129,144,0.0057287379167973995,0.004637850448489189,1.2352139949798584,0.8744167167623332,0.9802680060322714,21066045440.0,17168764928.0,1.2269983291625977,0.8767231769637132,0.9809539259636672,22.514310836791992,18.22705841064453,1.2352136373519897,0.8744167774750277,0.9802680125956458,22.878461837768555,18.42028045654297,1.2420257329940796,0.8737187238046941,0.9799283991429694,0.29032737016677856,0.029517367482185364,9.8358154296875,0.8744167167623332,0.9802680060322714,1106057101312.0,111125831680.0,9.953195571899414,0.8767231769637132,0.9809539259636672,1141.0057373046875,116.00518035888672,9.835817337036133,0.8744167774750277,0.9802680125956458,1139.8424072265625,115.89192199707031,9.8353910446167,0.8737187238046941,0.9799283991429694,687264292143104.0,4685404.5,687259997175808.0,-1121773.5,-687262144659456.0,1121460.125,0.0006648132693953812
0,9,145,160,0.00572842126712203,0.004637375473976135,1.2352722883224487,0.8744067715671169,0.9802681872535562,21426841600.0,17314652160.0,1.2374976873397827,0.8728227963118906,0.9797979598450138,22.507036209106445,18.22030258178711,1.2352724075317383,0.8744067229133116,0.9802681818675563,22.834402084350586,18.392120361328125,1.2415318489074707,0.873767776004406,0.9799622722811684,0.2903139889240265,0.029516950249671936,9.835500717163086,0.8744067715671169,0.9802681872535562,1060627611648.0,109000327168.0,9.730499267578125,0.8728227963118906,0.9797979598450138,1140.6468505859375,115.97246551513672,9.835497856140137,0.8744067229133116,0.9802681818675563,1139.5704345703125,115.86534118652344,9.83530044555664,0.873767776004406,0.9799622722811684,693104508141568.0,4428275.5,693100011847680.0,-1350814.5,-693102293549056.0,1350986.375,0.0006811792845837772
